,data,label,id,length
10,srrtsrrtsrrtEDEETTUsrrtbEWPMWPBCCBBCEFFvvN-IIEIIEvDEEEEE,0,10,56
11,DBccD=cEOVDPcEDBccEDBccEEhEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEDa/DWPBEsrrtsrrtsrrtsrrtZN/gNDlmEvNlNoW-hkwEEDWPBNDlmEvNloW-kwEEElWvDBEODWPBBBXDWPBBEJLDDPLvNNQQGEHIHDKvNvDBEvvWWWPDPj;;LEDWPBEDMBEDWPBEOODWPBEMBNDlmEvNloW-kwEENDlmEvNloW-kwEEDWPBELDKWPBWPBCBCBCBCBCBCBCEljvN-vN-DDKWPCEIzAvDEEEEEE,0,11,316
12,AEEEEEE,0,12,7
13,AEEEEEE,0,13,7
14,rrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtCEvN-vN-DCsuvNNsrrtfvsrrtfBsrrtNsrrtfvsrrtCEECEDDKWPCEIzAvDEEEEEEE,0,14,990
15,srrtsrrtsrrtEDEETTUsrrtbEhWPMWPBCCBCCBCCBCCBCCBCCBCBCEFFvvN-IIEIIEvDEEEE,0,15,72
16,srrtsrrtsrrtEDEETTUsrrtbEhWPMWPBCCBCCBCCBCCBCCBCCBCBCEFFvvN-IIEIIEvDEEEE,0,16,72
17,rrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrr,0,17,1000
18,tfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfBsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtN,0,18,1000
19,rtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNs,0,19,1000
20,NsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfBsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfvsrrtsuvNNsrrtfvsrrtfsrrtNsrrtfv,0,20,1000
